id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,urls/0,replies_count,retweets_count,likes_count,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,retweet_date,translate,trans_src,trans_dest,reply_to/0/screen_name,reply_to/0/name,reply_to/0/id,hashtags/0,hashtags/1,hashtags/2,hashtags/3,hashtags/4,hashtags/5,hashtags/6,hashtags/7,hashtags/8,hashtags/9,hashtags/10,hashtags/11,mentions/0/screen_name,mentions/0/name,mentions/0/id,mentions/1/screen_name,mentions/1/name,mentions/1/id,reply_to/1/screen_name,reply_to/1/name,reply_to/1/id,reply_to/2/screen_name,reply_to/2/name,reply_to/2/id,reply_to/3/screen_name,reply_to/3/name,reply_to/3/id,photos/0,photos/1,photos/2,reply_to/4/screen_name,reply_to/4/name,reply_to/4/id,reply_to/5/screen_name,reply_to/5/name,reply_to/5/id,hashtags/12,hashtags/13,hashtags/14,hashtags/15,hashtags/16,urls/1,mentions/2/screen_name,mentions/2/name,mentions/2/id,mentions/3/screen_name,mentions/3/name,mentions/3/id
1311588356304908300,1311588356304908289,2020-10-01 15:46:46 SE Asia Standard Time,2020-10-01,15:46:46,+0700,69183155,detikcom,detikcom,,"Dalam kurun waktu 14 hari PSBB ketat, jumlah korban tewas mencapai 14 orang atau naik 40 persen dibanding periode sama pada masa PSBB transisi. #PSBBJakarta  https://t.co/MvXWB4hPYo",in,https://news.detik.com/berita/d-5195801/polisi-korban-tewas-kecelakaan-di-masa-psbb-ketat-jakarta-naik-40-persen?utm_content=detikcom&utm_term=echobox&utm_medium=oa&utm_campaign=detikcomsocmed&utm_source=Twitter#Echobox=1601541584,0,1,7,https://twitter.com/detikcom/status/1311588356304908289,false,,0,,,,,,,,,,,,,,,psbbjakarta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311586233810776000,1311572016277807104,2020-10-01 15:38:20 SE Asia Standard Time,2020-10-01,15:38:20,+0700,243582081,reyand22,Drey,,"@FiersaBesari Banyak istilah doang, psbb, psbb transisi, new normal, mini lockdown, efek gak seberapa.",in,,0,0,0,https://twitter.com/reyand22/status/1311586233810776065,false,,0,,,,,,,,,,,,FiersaBesari,Fiersa Besari,1422951168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311584144632082400,1311584144632082433,2020-10-01 15:30:02 SE Asia Standard Time,2020-10-01,15:30:02,+0700,456426648,merdekadotcom,Merdeka.com,,Polisi Sebut Selama PSBB Ketat Jumlah Korban Kecelakaan Meningkat 40 Persen: Sambodo mengatakan perbandingan jumlah korban tewas akibat kecelakaan itu selama 14 hari periode PSBB Transisi (31 Agustus-14 September) sebanyak 10 orang. Sedangkan saat PSBB…  https://t.co/OLXBgiRVVL,in,http://dlvr.it/Rhjxpd,0,0,1,https://twitter.com/merdekadotcom/status/1311584144632082433,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311583263874445300,1311583040875851776,2020-10-01 15:26:32 SE Asia Standard Time,2020-10-01,15:26:32,+0700,271922617,ridhaintifadha,M. Ridha Intifadha,,Dua kali masa PSBB di Jakarta setidaknya membuktikan penurunan signifikan keterisian di RS. Pola penurunan terlihat di awal bulan Juli dan pertengahan September  Semoga pola penurunan keterisian ini tidak serta merta mjd dasar pembukaan masa Transisi sblm wabah benar2 terkendali  https://t.co/CP8LUa3dhL,in,,1,13,21,https://twitter.com/RidhaIntifadha/status/1311583263874445317,false,,1,https://pbs.twimg.com/media/EjOuBPYVkAAb5rA.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/media/EjOuBPYVkAAb5rA.jpg,,,,,,,,,,,,,,,,,,,,
1311576594079604700,1311576594079604737,2020-10-01 15:00:02 SE Asia Standard Time,2020-10-01,15:00:02,+0700,79130206,jpnncom,JPNN.com,,"Polisi mencatatkan ada kenaikan jumlah korban kecelakaan lalu lintas sekitar 40 persen selama penerapan PSBB Jakarta, dibanding saat Transisi. #jumlahkorbankecelakaanselamapsbbJakarta  https://t.co/TjBgADG7Xy",in,https://m.jpnn.com/news/volume-kendaraan-turun-tetapi-jumlah-korban-kecelakaan-naik-40-persen,0,0,0,https://twitter.com/jpnncom/status/1311576594079604737,false,,0,,,,,,,,,,,,,,,jumlahkorbankecelakaanselamapsbbjakarta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311570833513406500,1311570833513406465,2020-10-01 14:37:09 SE Asia Standard Time,2020-10-01,14:37:09,+0700,72884031,professordeka,Deka,,"Lockdown in scale  Lockdown (I.e : italia, malaysia) Regional Lockdown (I.e wuhan) Lockdown gk yah ? (I.e PSBB) BOsen lockdown gak ada duit cicilan banyak (I.e AKB/PSBB transisi) ""mini lockdown"" ""micro lockdown"" ""molecular lockdown"" ""quark lockdown""  ""universe lockdown""",ro,,1,0,0,https://twitter.com/professordeka/status/1311570833513406465,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311569962855587800,1311212456018997249,2020-10-01 14:33:41 SE Asia Standard Time,2020-10-01,14:33:41,+0700,486206650,bank_dki,bank_dki,,"@hemohemo_ninja Selamat Siang Bpk/Ibu, mohon maaf atas ketidaknyamanannya. Dapat kami sampaikan selama PSBB transisi pelayanan Bank DKI beroperasional pukul 08.30 - 14.00 WIB.",in,,1,0,0,https://twitter.com/bank_dki/status/1311569962855587840,false,,0,,,,,,,,,,,,hemohemo_ninja,Hemo Hemo,274457901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311557655459061800,1311554888833220608,2020-10-01 13:44:47 SE Asia Standard Time,2020-10-01,13:44:47,+0700,46693544,chrissdhon,ДОН,,"Contoh nih kerajaan tangerang, dari maret lalu konsisten PSBB. Jakarta masih pake kendor dengan PSBB transisi, tapi tangerang strict PSBB tros. Tapi tempat umum masih penuh, banyak yg keluar ga pake masker, masih ada pasar malem, rapid test juga dikit bgt.",in,,0,0,0,https://twitter.com/chrissdhon/status/1311557655459061760,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311360282430767000,1311360282430767105,2020-10-01 00:40:29 SE Asia Standard Time,2020-10-01,00:40:29,+0700,2917064060,lenterakris,LenteraKristiani.com,,Pergub Baru Anies: Motor Pribadi Kena Ganjil Genap Saat PSBB Transisi  https://t.co/lK5AKbgE5D,in,https://ahbnews.com/pergub-baru-anies-motor-pribadi-kena-ganjil-genap-saat-psbb-transisi/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost,0,0,0,https://twitter.com/LenteraKris/status/1311360282430767105,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311318914844876800,1311318914844876800,2020-09-30 21:56:07 SE Asia Standard Time,2020-09-30,21:56:07,+0700,1086650434251411500,richietan13,Richie Tan,, https://t.co/H5fXVYUVOB Dr Tirta membuka dana anggaran covid 19 #psbb #covid19 #corona #jakarta #pemerintah #psbbnewnormal #psbbtotal #sanksisosial #psbbtransisi #pelanggarpsbb #masker #hatihati #pelanggarpsbb #tidakpakaimasker #bersihkankali #aturanpsbbterbaru #sanksipsbb,in,https://youtu.be/bg1ghTpYDzg,0,0,0,https://twitter.com/RichieTan13/status/1311318914844876800,false,,0,,,,,,,,,,,,,,,psbb,covid19,corona,jakarta,pemerintah,psbbnewnormal,psbbtotal,sanksisosial,psbbtransisi,pelanggarpsbb,masker,hatihati,,,,,,,,,,,,,,,,,,,,,,,,,pelanggarpsbb,tidakpakaimasker,bersihkankali,aturanpsbbterbaru,sanksipsbb,,,,,,,
1311313259140542500,1311313259140542465,2020-09-30 21:33:38 SE Asia Standard Time,2020-09-30,21:33:38,+0700,507279528,hariaboo,Hari Junianto,,PSBB PSBM NEW NORMAL PSBB TRANSISI MINI LOCKDOWN MICRO LOCKDOWN NANO LOCKDOWN  TERSERAH!,in,,0,0,0,https://twitter.com/hariaboo/status/1311313259140542465,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311304836311179300,1311304836311179264,2020-09-30 21:00:10 SE Asia Standard Time,2020-09-30,21:00:10,+0700,168082298,sigitwid,Sigit Widodo,,"PSI mengusulkan pemberian insentif kepada tenaga medis dan tenaga pendukung dengan tepat waktu dan jumlah yang sesuai, dan pemberlakuan PSBB dan PSBB transisi dengan indikator-2 yang jelas dan terukur.  @psi_id @PSI_Jakarta @ASastroamidjojo @aniesbaswedan   https://t.co/hru0oqrAc2",in,https://megapolitan.kompas.com/read/2020/09/30/18285661/psi-dki-jakarta-desak-insentif-nakes-hingga-kewajiban-berkoordinasi-masuk,0,8,26,https://twitter.com/sigitwid/status/1311304836311179264,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,psi_id,dpp psi,3102442327,psi_jakarta,psi jakarta | #beranivaksinsehat,4329003615,,,,,,,,,,,,,,,,,,,,,,,,,asastroamidjojo,anggara wicitra sastroamidjojo,1163833191465046016,aniesbaswedan,anies baswedan | sudah #vaksindulu,110312278
1311294440053461000,1311289703203700743,2020-09-30 20:18:51 SE Asia Standard Time,2020-09-30,20:18:51,+0700,1276385451390066700,roocuronnniium,sgegg,,@CNNIndonesia PSBB PSBB TRANSISI MINI LOCKDOWN MICRO LOCKDOWN REGIONAL LOCKDOWN LOCKDOWN BERSKALA BESAR TERBATAS LOCKDOWN BERSKALA BESAR TRANSISI,in,,0,0,3,https://twitter.com/roocuronnniium/status/1311294440053460992,false,,0,,,,,,,,,,,,CNNIndonesia,CNN Indonesia,17128975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311273119693201400,1311273119693201410,2020-09-30 18:54:08 SE Asia Standard Time,2020-09-30,18:54:08,+0700,1231841640475590700,neliah13306603,Neliah,, https://t.co/ImVN73dBvo  #PenumpangMRT #MRT #PSBB #PSBBTransisi,und,https://satukliknews.com/2020/09/30/psbb-ketat-jakarta-jumlah-penumpang-mrt-menurun/,0,0,0,https://twitter.com/Neliah13306603/status/1311273119693201410,false,,0,,,,,,,,,,,,,,,penumpangmrt,mrt,psbb,psbbtransisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311234271143575600,1311234271143575553,2020-09-30 16:19:46 SE Asia Standard Time,2020-09-30,16:19:46,+0700,161155241,pute0820,Putri プテ,,"Ini psbb total perasaan ga ada bedanya ky psbb transisi kmrn, jalanan pagi sore rame aja ky biasa~",in,,0,0,0,https://twitter.com/pute0820/status/1311234271143575553,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311218749664448500,1311218749664448512,2020-09-30 15:18:05 SE Asia Standard Time,2020-09-30,15:18:05,+0700,23343960,kompascom,Kompas.com,,"Direktur Utama PT MRT Jakarta William P Sabandar mengatakan, jumlah penumpang sempat naik saat PSBB transisi di bulan Juli dan Agustus 2020 lalu.  https://t.co/7bsMUnVUew",in,http://dlvr.it/Rhf3Sh,1,0,1,https://twitter.com/kompascom/status/1311218749664448512,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311189991528095700,1311189991528095744,2020-09-30 13:23:49 SE Asia Standard Time,2020-09-30,13:23:49,+0700,1086650434251411500,richietan13,Richie Tan,, https://t.co/oCb6RIXLVn Part4  Dr TIRTA ; COVID SEBAGAI SARANA CARI PANGGUNG #psbb #covid19 #corona #jakarta #pemerintah #psbbnewnormal #psbbtotal #sanksisosial #psbbtransisi #pelanggarpsbb #masker #pelanggarpsbb #tidakpakaimasker #bersihkankali #aturanpsbbterbaru #sanksipsbb,in,https://youtu.be/QDIm59TcukA,0,0,0,https://twitter.com/RichieTan13/status/1311189991528095744,false,,0,,,,,,,,,,,,,,,psbb,covid19,corona,jakarta,pemerintah,psbbnewnormal,psbbtotal,sanksisosial,psbbtransisi,pelanggarpsbb,masker,pelanggarpsbb,,,,,,,,,,,,,,,,,,,,,,,,,tidakpakaimasker,bersihkankali,aturanpsbbterbaru,sanksipsbb,,,,,,,,
1311138419142275000,1311138419142275075,2020-09-30 09:58:53 SE Asia Standard Time,2020-09-30,09:58:53,+0700,2917064060,lenterakris,LenteraKristiani.com,,Pergub Baru Anies: Motor Pribadi Kena Ganjil Genap Saat PSBB Transisi  https://t.co/lK5AKbgE5D,in,https://ahbnews.com/pergub-baru-anies-motor-pribadi-kena-ganjil-genap-saat-psbb-transisi/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost,0,0,0,https://twitter.com/LenteraKris/status/1311138419142275075,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311114906955952000,1311114906955952128,2020-09-30 08:25:27 SE Asia Standard Time,2020-09-30,08:25:27,+0700,46278713,maidina__,Maidina Rahmawati,,Dr awal jakarta punya psbb transisi pun karena pempus kan. Efektif? Yaitu 4000 kasus per hari..,in,,0,0,1,https://twitter.com/maidina__/status/1311114906955952128,false,https://twitter.com/TirtoID/status/1311106134590148609,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311111606525259800,1311111606525259776,2020-09-30 08:12:20 SE Asia Standard Time,2020-09-30,08:12:20,+0700,1974164089,swarakyatcom,SWARAKYAT NEWS,,"Tak Mau Kalah dengan Anies PSBB Transisi, Jokowi Punya Istilah Baru yaitu Mini Lockdown  https://t.co/T0PBny2d94",in,https://www.swarakyat.com/2020/09/tak-mau-kalah-dengan-anies-psbb.html,4,0,3,https://twitter.com/swarakyatcom/status/1311111606525259776,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311097198319341600,1311097198319341569,2020-09-30 07:15:05 SE Asia Standard Time,2020-09-30,07:15:05,+0700,338442037,edwin_santoso3,Edwin Santoso,,"Daripada memperbanyak terminologi program seperti PSBB total, PSBB transisi, PSBM, Mini Lockdown, dll, mungkin baiknya temen2 kemenkes, satgas/gugus tugas bisa adopt beberapa approach dari taiwan. 6 Months Covid: Jumlah kasus &lt;700 dan kematian &lt;50..  https://t.co/nZT31qQc7t",in,https://www.cnbc.com/2020/07/15/how-taiwan-beat-the-coronavirus.html,0,0,0,https://twitter.com/edwin_santoso3/status/1311097198319341569,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311084271537275000,1311084271537274882,2020-09-30 06:23:43 SE Asia Standard Time,2020-09-30,06:23:43,+0700,1086650434251411500,richietan13,Richie Tan,, https://t.co/qn1mGBCTKO DR. TIRTA ; VAKSIN BUKAN OBAT #psbb #covid19 #corona #jakarta #pemerintah #psbbnewnormal #psbbtotal #sanksisosial #psbbtransisi #pelanggarpsbb #masker #hatihati #pelanggarpsbb #tidakpakaimasker #bersihkankali #aturanpsbbterbaru #sanksipsbb,in,https://youtu.be/wVSe9nPxS6A,0,0,0,https://twitter.com/RichieTan13/status/1311084271537274882,false,,0,,,,,,,,,,,,,,,psbb,covid19,corona,jakarta,pemerintah,psbbnewnormal,psbbtotal,sanksisosial,psbbtransisi,pelanggarpsbb,masker,hatihati,,,,,,,,,,,,,,,,,,,,,,,,,pelanggarpsbb,tidakpakaimasker,bersihkankali,aturanpsbbterbaru,sanksipsbb,,,,,,,
1311084019946201000,1311084019946201088,2020-09-30 06:22:43 SE Asia Standard Time,2020-09-30,06:22:43,+0700,1086650434251411500,richietan13,Richie Tan,,DR. TIRTA : VAKSIN BUKAN OBAT part  #psbb #covid19 #corona #jakarta #pemerintah #psbbnewnormal #psbbtotal #sanksisosial #psbbtransisi #pelanggarpsbb #masker #hatihati #pelanggarpsbb #tidakpakaimasker #bersihkankali #aturanpsbbterbaru #sanksipsbb  https://t.co/qn1mGBCTKO,in,https://youtu.be/wVSe9nPxS6A,0,0,0,https://twitter.com/RichieTan13/status/1311084019946201088,false,,0,,,,,,,,,,,,,,,psbb,covid19,corona,jakarta,pemerintah,psbbnewnormal,psbbtotal,sanksisosial,psbbtransisi,pelanggarpsbb,masker,hatihati,,,,,,,,,,,,,,,,,,,,,,,,,pelanggarpsbb,tidakpakaimasker,bersihkankali,aturanpsbbterbaru,sanksipsbb,,,,,,,
1311024981682172000,1310917652118867968,2020-09-30 02:28:07 SE Asia Standard Time,2020-09-30,02:28:07,+0700,992745774957056000,sudahminumteh,Aku 🤓,,"@drpriono1 @aniesbaswedan @jokowi Maju terus pantang mundur @aniesbaswedan, walau psbb 2.0 ini kurang tegas, mirip2 psbb transisi aja...",in,,0,0,0,https://twitter.com/sudahminumteh/status/1311024981682171904,false,,0,,,,,,,,,,,,drpriono1,Juru Wabah 🇮🇩,1297362611026059269,,,,,,,,,,,,,aniesbaswedan,anies baswedan | sudah #vaksindulu,110312278,,,,aniesbaswedan,Anies Baswedan | Sudah #VaksinDulu,110312278,jokowi,Joko Widodo,366987179,,,,,,,,,,,,,,,,,,,,,,,,
1311022425329393700,1311022425329393665,2020-09-30 02:17:58 SE Asia Standard Time,2020-09-30,02:17:58,+0700,91992435,prastowo_o,Prastowo Widiantoro,,"Bodo amat sama pencarian menkes. Gue lebih kepo alias kangen lihat and nimbrung sama orang yg hidup normal, at least kayak masa transisi kemarin deh. Daripada PSBB lagi, udah edukasinya mentok disitu-situ aja, ya pantes situasinya nggak jelas terus. 🤯🤯🤯",in,,1,0,0,https://twitter.com/prastowo_O/status/1311022425329393665,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310957126286704600,1310957126286704640,2020-09-29 21:58:29 SE Asia Standard Time,2020-09-29,21:58:29,+0700,2917064060,lenterakris,LenteraKristiani.com,,Pergub Baru Anies: Motor Pribadi Kena Ganjil Genap Saat PSBB Transisi  https://t.co/lK5AKbgE5D,in,https://ahbnews.com/pergub-baru-anies-motor-pribadi-kena-ganjil-genap-saat-psbb-transisi/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost,0,0,0,https://twitter.com/LenteraKris/status/1310957126286704640,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310942236398542800,1310942236398542857,2020-09-29 20:59:19 SE Asia Standard Time,2020-09-29,20:59:19,+0700,238030759,reez_aa,Z,,"Profit perusahan udah mulai naik stlah psbb transisi, sekarang anjlok lagi",in,,0,0,0,https://twitter.com/Reez_aa/status/1310942236398542857,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310920369662914600,1310513176048357377,2020-09-29 19:32:26 SE Asia Standard Time,2020-09-29,19:32:26,+0700,1232502469193633800,pembela_kbnran,khanayola,,"@podoradong Udah lama kali pembahasan Ciptaker di hotel, dari jaman sblm PSBB transisi juga udh bahas di hotel, udah 4 atau 5 bulanan dari hotel ke hotel",in,,0,0,0,https://twitter.com/pembela_kbnran/status/1310920369662914560,false,,0,,,,,,,,,,,,podoradong,Podoradong,1241349546627567616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310920349136179200,1310917652118867968,2020-09-29 19:32:21 SE Asia Standard Time,2020-09-29,19:32:21,+0700,234586131,alfamaulana01,Alfa Maulana,,"@drpriono1 @aniesbaswedan Maaf dok, sy pikir psbb saat ini di dki tdk byk berbeda dibanding ms transisi, kantor2 msh full tanpa tindakan, jalan2 msh ramai, byk perilaku tdk 3m.  Ini akan memperlama wabah. Apa tdk ada cara u lebih mempercepatnya...tlg bantu @aniesbaswedan. Klo kada yg lain sdh ga peduli.",in,,0,0,0,https://twitter.com/Alfamaulana01/status/1310920349136179200,false,,0,,,,,,,,,,,,drpriono1,Juru Wabah 🇮🇩,1297362611026059269,,,,,,,,,,,,,aniesbaswedan,anies baswedan | sudah #vaksindulu,110312278,,,,aniesbaswedan,Anies Baswedan | Sudah #VaksinDulu,110312278,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310898746633248800,1310548334075998208,2020-09-29 18:06:31 SE Asia Standard Time,2020-09-29,18:06:31,+0700,1277636881698578400,pengelolakebon,yourfavgardener,,"@mierafebrina @hrdbacot Dari jaman awal corona katanya gk akan masuk indo, ampe rame dan jakarta psbb, trus psbb transisi dan psbb lgi tetep aja masuk. Ampe dikasih surat klo kantor dapet izin beroperasi &amp; surat keterangan pegawai",in,,0,0,0,https://twitter.com/pengelolakebon/status/1310898746633248768,false,,0,,,,,,,,,,,,mierafebrina,miratharayyanu 😎,60484180,,,,,,,,,,,,,,,,,,,hrdbacot,hrdbacot,501800437,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310897374525403100,1310895960990515201,2020-09-29 18:01:04 SE Asia Standard Time,2020-09-29,18:01:04,+0700,1143688002473906200,putcehhh,Putri Indri N,,"@collegemenfess Semangat yaaaaa. Aku juga ngerasa bimbingan agak berat dan terhambat pas kemarin psbb total. KTA beneran baru bisa kekejar pas transisi. Kamu yang kuat, pasti bisa kok. Belajar yang rajin yaa, tugasnya jangan lupa. Pelan pelan! ❤️",in,,0,0,0,https://twitter.com/putcehhh/status/1310897374525403136,false,,0,,,,,,,,,,,,collegemenfess,COLLE | CEK PINNED,1046084008742801408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310843982444785700,1310838749803081728,2020-09-29 14:28:54 SE Asia Standard Time,2020-09-29,14:28:54,+0700,445861954,adhawjy,backbonekeluarga,,@KompasTV Mana buktinya ?? Gak Ada bedanya Sama PSBB transisi kemaren ..,in,,0,0,0,https://twitter.com/adhawjy/status/1310843982444785664,false,,0,,,,,,,,,,,,KompasTV,KOMPAS TV,71436318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310842372343976000,1310842372343975936,2020-09-29 14:22:30 SE Asia Standard Time,2020-09-29,14:22:30,+0700,1105020299752300500,_orasnews,OrasNews,,New post in Kabar OrasNow:  https://t.co/gPhEp8j3h2 45 Kendaraan Ditindak di Hari I PSBB Transisi Jilid VI   @OrasNews_Channel  https://t.co/RauMg5IIL2,in,http://MimbarRakyatNews.com,0,0,0,https://twitter.com/_OrasNews/status/1310842372343975936,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ift.tt/3jcHXEn,,,,,,
1310818998469030000,1310818998469029889,2020-09-29 12:49:37 SE Asia Standard Time,2020-09-29,12:49:37,+0700,68930552,mediaindonesia,Media Indonesia,,"Para pengusaha restoran telah menaati protokol kesehatan sejak PSBB transisi. Lagipula, belum ada klaster restoran.   https://t.co/X3Wg58D5a9",in,https://mediaindonesia.com/read/detail/348668-phri-minta-anies-izinkan-warga-kembali-makan-di-restoran,0,0,2,https://twitter.com/mediaindonesia/status/1310818998469029889,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310808204062924800,1310808204062924800,2020-09-29 12:06:44 SE Asia Standard Time,2020-09-29,12:06:44,+0700,1243199094,sbsinews,SBSINews.com,,"Riset: PSBB Transisi Bikin Kunjungan Mal Meningkat, Lampaui Supermarket  https://t.co/yCHfOSmysJ",in,https://sbsinews.com/riset-psbb-transisi-bikin-kunjungan-mal-meningkat-lampaui-supermarket/,0,0,0,https://twitter.com/sbsinews/status/1310808204062924800,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
